Waterbody,LabNo,Sampling Site Name,Date Collected,Parameter,Unit,Result,DetectionLimit,DQCodes
Hancock,30966,Heron Hideout,8/7/2018,Nitrogen Total,mg/l,1.02,0.11,NA
Hancock,31055,Heron Hideout,9/4/2018,Nitrogen Total,mg/l,0.94,0.11,NA
Hancock,30967,Outflow Pipes,8/7/2018,Nitrogen Total,mg/l,1.14,0.11,J3
Hancock,30228,Outflow Pipes,11/7/2017,Nitrogen Total,mg/l,2.07,0.11,NA
Hancock,30428,Outflow Pipes,12/5/2017,Nitrogen Total,mg/l,2.92,0.11,NA
Hancock,30438,Outflow Pipes,1/2/2018,Nitrogen Total,mg/l,2.94,0.11,NA
Hancock,30515,Outflow Pipes,2/6/2018,Nitrogen Total,mg/l,3.64,0.11,NA
Hancock,30595,Outflow Pipes,3/6/2018,Nitrogen Total,mg/l,5.4,0.11,NA
Hancock,30661,Outflow Pipes,4/3/2018,Nitrogen Total,mg/l,6.73,0.11,NA
Hancock,30729,Outflow Pipes,5/1/2018,Nitrogen Total,mg/l,6.04,0.11,NA
Hancock,30803,Outflow Pipes,6/5/2018,Nitrogen Total,mg/l,1.35,0.11,NA
Hancock,30878,Outflow Pipes,7/10/2018,Nitrogen Total,mg/l,1.16,0.11,NA
Hancock,31056,Outflow Pipes,9/4/2018,Nitrogen Total,mg/l,1.18,0.11,NA
Hancock,30222,Reynold's Runoff,11/7/2017,Nitrogen Total,mg/l,0.71,0.11,Y
Hancock,30422,Reynold's Runoff,12/5/2017,Nitrogen Total,mg/l,0.66,0.11,NA
Hancock,30432,Reynold's Runoff,1/2/2018,Nitrogen Total,mg/l,0.68,0.11,NA
Hancock,30509,Reynold's Runoff,2/6/2018,Nitrogen Total,mg/l,0.73,0.11,NA
Hancock,30589,Reynold's Runoff,3/6/2018,Nitrogen Total,mg/l,0.67,0.11,NA
Hancock,30655,Reynold's Runoff,4/3/2018,Nitrogen Total,mg/l,0.49,0.11,NA
Hancock,30734,Reynold's Runoff,5/1/2018,Nitrogen Total,mg/l,0.62,0.11,NA
Hancock,30810,Reynold's Runoff,6/5/2018,Nitrogen Total,mg/l,0.91,0.11,NA
Hancock,30884,Reynold's Runoff,7/10/2018,Nitrogen Total,mg/l,0.7,0.11,NA
Hancock,30974,Reynold's Runoff,8/7/2018,Nitrogen Total,mg/l,0.69,0.11,NA
Hancock,31063,Reynold's Runoff,9/4/2018,Nitrogen Total,mg/l,0.59,0.11,NA
Hancock,30224,Wading Bird North,11/7/2017,Nitrogen Total,mg/l,1.66,0.11,Y
Hancock,30424,Wading Bird North,12/5/2017,Nitrogen Total,mg/l,1.66,0.11,NA
Hancock,30434,Wading Bird North,1/2/2018,Nitrogen Total,mg/l,1.78,0.11,NA
Hancock,30511,Wading Bird North,2/6/2018,Nitrogen Total,mg/l,1.7,0.11,NA
Hancock,30591,Wading Bird North,3/6/2018,Nitrogen Total,mg/l,1.96,0.11,NA
Hancock,30657,Wading Bird North,4/3/2018,Nitrogen Total,mg/l,3.11,0.11,NA
Hancock,30736,Wading Bird North,5/1/2018,Nitrogen Total,mg/l,2.74,0.11,NA
Hancock,30808,Wading Bird North,6/5/2018,Nitrogen Total,mg/l,1.32,0.11,NA
Hancock,30882,Wading Bird North,7/10/2018,Nitrogen Total,mg/l,1.25,0.11,NA
Hancock,30971,Wading Bird North,8/7/2018,Nitrogen Total,mg/l,1.29,0.11,NA
Hancock,31060,Wading Bird North,9/4/2018,Nitrogen Total,mg/l,1.23,0.11,NA
Hancock,30225,Wading Bird South,11/7/2017,Nitrogen Total,mg/l,1.99,0.11,Y
Hancock,30425,Wading Bird South,12/5/2017,Nitrogen Total,mg/l,2.65,0.11,NA
Hancock,30435,Wading Bird South,1/2/2018,Nitrogen Total,mg/l,2.01,0.11,NA
Hancock,30512,Wading Bird South,2/6/2018,Nitrogen Total,mg/l,1.67,0.11,NA
Hancock,30592,Wading Bird South,3/6/2018,Nitrogen Total,mg/l,2.32,0.11,NA
Hancock,30658,Wading Bird South,4/3/2018,Nitrogen Total,mg/l,4.72,0.11,NA
Hancock,30732,Wading Bird South,5/1/2018,Nitrogen Total,mg/l,3.56,0.11,NA
Hancock,30807,Wading Bird South,6/5/2018,Nitrogen Total,mg/l,1.45,0.11,NA
Hancock,30881,Wading Bird South,7/10/2018,Nitrogen Total,mg/l,1.37,0.11,NA
Hancock,30970,Wading Bird South,8/7/2018,Nitrogen Total,mg/l,1.5,0.11,NA
Hancock,31059,Wading Bird South,9/4/2018,Nitrogen Total,mg/l,1.62,0.11,NA
Banana Creek,30221,Banana Creek,11/7/2017,pH,Std Unit,7.48,NA,NA
Banana Creek,30421,Banana Creek,12/5/2017,pH,Std Unit,7.27,NA,NA
Banana Creek,30431,Banana Creek,1/2/2018,pH,Std Unit,7.22,NA,NA
Banana Creek,30508,Banana Creek,2/6/2018,pH,Std Unit,6.56,NA,NA
Banana Creek,30588,Banana Creek,3/6/2018,pH,Std Unit,9.28,NA,NA
Banana Creek,30654,Banana Creek,4/3/2018,pH,Std Unit,7.34,NA,NA
Banana Creek,30735,Banana Creek,5/1/2018,pH,Std Unit,8.86,NA,NA
Banana Creek,30811,Banana Creek,6/5/2018,pH,Std Unit,7.62,NA,NA
Banana Creek,30885,Banana Creek,7/10/2018,pH,Std Unit,7.17,NA,NA
Banana Creek,30973,Banana Creek,8/7/2018,pH,Std Unit,7.25,NA,NA
Banana Creek,31062,Banana Creek,9/4/2018,pH,Std Unit,8.52,NA,NA
Hancock,30229,Canal Outflow,11/7/2017,pH,Std Unit,6.36,NA,NA
Hancock,30429,Canal Outflow,12/5/2017,pH,Std Unit,6.43,NA,NA
Hancock,30439,Canal Outflow,1/2/2018,pH,Std Unit,6.61,NA,NA
Hancock,30516,Canal Outflow,2/6/2018,pH,Std Unit,6.63,NA,NA
Hancock,30596,Canal Outflow,3/6/2018,pH,Std Unit,6.5,NA,NA
Hancock,30662,Canal Outflow,4/3/2018,pH,Std Unit,6.47,NA,NA
Hancock,30728,Canal Outflow,5/1/2018,pH,Std Unit,6.4,NA,NA
Hancock,30804,Canal Outflow,6/5/2018,pH,Std Unit,6.62,NA,NA
Hancock,30879,Canal Outflow,7/10/2018,pH,Std Unit,6.71,NA,NA
Hancock,30968,Canal Outflow,8/7/2018,pH,Std Unit,6.6,NA,NA
Hancock,31057,Canal Outflow,9/4/2018,pH,Std Unit,6.55,NA,NA
Hancock,30226,Eagle Roost Rd,11/7/2017,pH,Std Unit,6.33,NA,NA
Hancock,30426,Eagle Roost Rd,12/5/2017,pH,Std Unit,6.76,NA,NA
Hancock,30436,Eagle Roost Rd,1/2/2018,pH,Std Unit,7.04,NA,NA
Hancock,30513,Eagle Roost Rd,2/6/2018,pH,Std Unit,6.85,NA,NA
Hancock,30593,Eagle Roost Rd,3/6/2018,pH,Std Unit,6.82,NA,NA
Hancock,30659,Eagle Roost Rd,4/3/2018,pH,Std Unit,6.75,NA,NA
Hancock,30731,Eagle Roost Rd,5/1/2018,pH,Std Unit,6.42,NA,NA
Hancock,30806,Eagle Roost Rd,6/5/2018,pH,Std Unit,6.55,NA,NA
Hancock,30880,Eagle Roost Rd,7/10/2018,pH,Std Unit,6.63,NA,NA
Hancock,30969,Eagle Roost Rd,8/7/2018,pH,Std Unit,6.57,NA,NA
Hancock,31058,Eagle Roost Rd,9/4/2018,pH,Std Unit,6.53,NA,NA
Hancock,30223,Flooded Road,11/7/2017,pH,Std Unit,6.96,NA,NA
Hancock,30423,Flooded Road,12/5/2017,pH,Std Unit,7.02,NA,NA
Hancock,30433,Flooded Road,1/2/2018,pH,Std Unit,7.15,NA,NA
Hancock,30510,Flooded Road,2/6/2018,pH,Std Unit,7.28,NA,NA
Hancock,30590,Flooded Road,3/6/2018,pH,Std Unit,7.12,NA,NA
Hancock,30656,Flooded Road,4/3/2018,pH,Std Unit,6.89,NA,NA
Hancock,30733,Flooded Road,5/1/2018,pH,Std Unit,6.94,NA,NA
Hancock,30809,Flooded Road,6/5/2018,pH,Std Unit,6.95,NA,NA
Hancock,30883,Flooded Road,7/10/2018,pH,Std Unit,7.09,NA,NA
Hancock,30972,Flooded Road,8/7/2018,pH,Std Unit,6.99,NA,NA
Hancock,31061,Flooded Road,9/4/2018,pH,Std Unit,7,NA,NA
Hancock,30227,Heron Hideout,11/7/2017,pH,Std Unit,6.55,NA,NA
Hancock,30427,Heron Hideout,12/5/2017,pH,Std Unit,6.64,NA,NA
Hancock,30437,Heron Hideout,1/2/2018,pH,Std Unit,6.62,NA,NA
Hancock,30514,Heron Hideout,2/6/2018,pH,Std Unit,6.61,NA,NA
Hancock,30594,Heron Hideout,3/6/2018,pH,Std Unit,6.51,NA,NA
Hancock,30660,Heron Hideout,4/3/2018,pH,Std Unit,6.45,NA,NA
Hancock,NS~BCMF-05.2018.b,Heron Hideout,5/1/2018,pH,Std Unit,No Sample,NA,NA
Hancock,30805,Heron Hideout,6/5/2018,pH,Std Unit,6.3,NA,NA
Hancock,30877,Heron Hideout,7/10/2018,pH,Std Unit,6.5,NA,NA
Hancock,30966,Heron Hideout,8/7/2018,pH,Std Unit,6.3,NA,NA
Hancock,31055,Heron Hideout,9/4/2018,pH,Std Unit,6.21,NA,NA
Hancock,30228,Outflow Pipes,11/7/2017,pH,Std Unit,6.32,NA,NA
Hancock,30428,Outflow Pipes,12/5/2017,pH,Std Unit,6.77,NA,NA
Hancock,30438,Outflow Pipes,1/2/2018,pH,Std Unit,7.22,NA,NA
Hancock,30515,Outflow Pipes,2/6/2018,pH,Std Unit,6.8,NA,NA
Hancock,30595,Outflow Pipes,3/6/2018,pH,Std Unit,7.83,NA,NA
Hancock,30661,Outflow Pipes,4/3/2018,pH,Std Unit,7.31,NA,NA
Hancock,30729,Outflow Pipes,5/1/2018,pH,Std Unit,6.65,NA,NA
Hancock,30803,Outflow Pipes,6/5/2018,pH,Std Unit,6.26,NA,NA
Hancock,30878,Outflow Pipes,7/10/2018,pH,Std Unit,6.35,NA,NA
Hancock,30967,Outflow Pipes,8/7/2018,pH,Std Unit,6.23,NA,NA
Hancock,31056,Outflow Pipes,9/4/2018,pH,Std Unit,6.17,NA,NA
Hancock,30222,Reynold's Runoff,11/7/2017,pH,Std Unit,7.27,NA,NA
Hancock,30422,Reynold's Runoff,12/5/2017,pH,Std Unit,7.36,NA,NA
Hancock,30432,Reynold's Runoff,1/2/2018,pH,Std Unit,7.39,NA,NA
Hancock,30509,Reynold's Runoff,2/6/2018,pH,Std Unit,7.38,NA,NA
Hancock,30589,Reynold's Runoff,3/6/2018,pH,Std Unit,7.42,NA,NA
Hancock,30655,Reynold's Runoff,4/3/2018,pH,Std Unit,7.29,NA,NA
Hancock,30734,Reynold's Runoff,5/1/2018,pH,Std Unit,7.55,NA,NA
Hancock,30810,Reynold's Runoff,6/5/2018,pH,Std Unit,7.16,NA,NA
Hancock,30884,Reynold's Runoff,7/10/2018,pH,Std Unit,7.16,NA,NA
Hancock,30974,Reynold's Runoff,8/7/2018,pH,Std Unit,7.11,NA,NA
Hancock,31063,Reynold's Runoff,9/4/2018,pH,Std Unit,7.31,NA,NA
Hancock,30224,Wading Bird North,11/7/2017,pH,Std Unit,6.95,NA,NA
Hancock,30424,Wading Bird North,12/5/2017,pH,Std Unit,6.94,NA,NA
Hancock,30434,Wading Bird North,1/2/2018,pH,Std Unit,7.41,NA,NA
Hancock,30511,Wading Bird North,2/6/2018,pH,Std Unit,7.12,NA,NA
Hancock,30591,Wading Bird North,3/6/2018,pH,Std Unit,7.19,NA,NA
Hancock,30657,Wading Bird North,4/3/2018,pH,Std Unit,7.03,NA,NA
Hancock,30736,Wading Bird North,5/1/2018,pH,Std Unit,7.32,NA,NA
Hancock,30808,Wading Bird North,6/5/2018,pH,Std Unit,6.53,NA,NA
Hancock,30882,Wading Bird North,7/10/2018,pH,Std Unit,6.6,NA,NA
Hancock,30971,Wading Bird North,8/7/2018,pH,Std Unit,6.66,NA,NA
Hancock,31060,Wading Bird North,9/4/2018,pH,Std Unit,6.3,NA,NA
Hancock,30225,Wading Bird South,11/7/2017,pH,Std Unit,7.14,NA,NA
Hancock,30425,Wading Bird South,12/5/2017,pH,Std Unit,7.22,NA,NA
Hancock,30435,Wading Bird South,1/2/2018,pH,Std Unit,7.38,NA,NA
Hancock,30512,Wading Bird South,2/6/2018,pH,Std Unit,7.23,NA,NA
Hancock,30592,Wading Bird South,3/6/2018,pH,Std Unit,7.31,NA,NA
Hancock,30658,Wading Bird South,4/3/2018,pH,Std Unit,7.8,NA,NA
Hancock,30732,Wading Bird South,5/1/2018,pH,Std Unit,8.22,NA,NA
Hancock,30807,Wading Bird South,6/5/2018,pH,Std Unit,6.63,NA,NA
Hancock,30881,Wading Bird South,7/10/2018,pH,Std Unit,6.57,NA,NA
Hancock,30970,Wading Bird South,8/7/2018,pH,Std Unit,6.6,NA,NA
Hancock,31059,Wading Bird South,9/4/2018,pH,Std Unit,6.78,NA,NA
Banana Creek,30221,Banana Creek,11/7/2017,Phosphorus Ortho,mg/l,0.425,0.005,NA
Banana Creek,30421,Banana Creek,12/5/2017,Phosphorus Ortho,mg/l,0.363,0.005,NA
Banana Creek,30431,Banana Creek,1/2/2018,Phosphorus Ortho,mg/l,0.301,0.005,NA
Banana Creek,30508,Banana Creek,2/6/2018,Phosphorus Ortho,mg/l,0.219,0.005,NA
Banana Creek,30588,Banana Creek,3/6/2018,Phosphorus Ortho,mg/l,0.26,0.005,NA
Banana Creek,30654,Banana Creek,4/3/2018,Phosphorus Ortho,mg/l,0.183,0.005,NA
Banana Creek,30735,Banana Creek,5/1/2018,Phosphorus Ortho,mg/l,0.196,0.005,NA
Banana Creek,30811,Banana Creek,6/5/2018,Phosphorus Ortho,mg/l,0.447,0.005,NA
Banana Creek,30885,Banana Creek,7/10/2018,Phosphorus Ortho,mg/l,0.341,0.005,NA
Banana Creek,30973,Banana Creek,8/7/2018,Phosphorus Ortho,mg/l,0.306,0.005,NA
Banana Creek,31062,Banana Creek,9/4/2018,Phosphorus Ortho,mg/l,0.258,0.005,NA
Hancock,30229,Canal Outflow,11/7/2017,Phosphorus Ortho,mg/l,0.51,0.005,NA
Hancock,30429,Canal Outflow,12/5/2017,Phosphorus Ortho,mg/l,0.364,0.005,NA
Hancock,30439,Canal Outflow,1/2/2018,Phosphorus Ortho,mg/l,0.41,0.005,NA
Hancock,30516,Canal Outflow,2/6/2018,Phosphorus Ortho,mg/l,0.537,0.005,NA
Hancock,30596,Canal Outflow,3/6/2018,Phosphorus Ortho,mg/l,0.509,0.005,NA
Hancock,30662,Canal Outflow,4/3/2018,Phosphorus Ortho,mg/l,0.293,0.005,NA
Hancock,30728,Canal Outflow,5/1/2018,Phosphorus Ortho,mg/l,0.171,0.005,NA
Hancock,30804,Canal Outflow,6/5/2018,Phosphorus Ortho,mg/l,0.437,0.005,NA
Hancock,30879,Canal Outflow,7/10/2018,Phosphorus Ortho,mg/l,0.381,0.005,NA
Hancock,30968,Canal Outflow,8/7/2018,Phosphorus Ortho,mg/l,0.381,0.005,NA
Hancock,31057,Canal Outflow,9/4/2018,Phosphorus Ortho,mg/l,0.302,0.005,NA
Hancock,30226,Eagle Roost Rd,11/7/2017,Phosphorus Ortho,mg/l,0.418,0.005,NA
Hancock,30426,Eagle Roost Rd,12/5/2017,Phosphorus Ortho,mg/l,0.288,0.005,NA
Hancock,30436,Eagle Roost Rd,1/2/2018,Phosphorus Ortho,mg/l,0.471,0.005,NA
Hancock,30513,Eagle Roost Rd,2/6/2018,Phosphorus Ortho,mg/l,0.493,0.005,NA
Hancock,30593,Eagle Roost Rd,3/6/2018,Phosphorus Ortho,mg/l,0.366,0.005,NA
Hancock,30659,Eagle Roost Rd,4/3/2018,Phosphorus Ortho,mg/l,0.313,0.005,NA
Hancock,30731,Eagle Roost Rd,5/1/2018,Phosphorus Ortho,mg/l,0.197,0.005,NA
Hancock,30806,Eagle Roost Rd,6/5/2018,Phosphorus Ortho,mg/l,0.492,0.005,NA
Hancock,30880,Eagle Roost Rd,7/10/2018,Phosphorus Ortho,mg/l,0.403,0.005,NA
Hancock,30969,Eagle Roost Rd,8/7/2018,Phosphorus Ortho,mg/l,0.375,0.005,NA
Hancock,31058,Eagle Roost Rd,9/4/2018,Phosphorus Ortho,mg/l,0.281,0.005,NA
Hancock,30223,Flooded Road,11/7/2017,Phosphorus Ortho,mg/l,0.256,0.005,NA
Hancock,30423,Flooded Road,12/5/2017,Phosphorus Ortho,mg/l,0.184,0.005,NA
Hancock,30433,Flooded Road,1/2/2018,Phosphorus Ortho,mg/l,0.141,0.005,NA
Hancock,30510,Flooded Road,2/6/2018,Phosphorus Ortho,mg/l,0.251,0.005,NA
Hancock,30590,Flooded Road,3/6/2018,Phosphorus Ortho,mg/l,0.147,0.005,NA
Hancock,30656,Flooded Road,4/3/2018,Phosphorus Ortho,mg/l,0.295,0.005,NA
Hancock,30733,Flooded Road,5/1/2018,Phosphorus Ortho,mg/l,0.191,0.005,NA
Hancock,30809,Flooded Road,6/5/2018,Phosphorus Ortho,mg/l,0.48,0.005,NA
Hancock,30883,Flooded Road,7/10/2018,Phosphorus Ortho,mg/l,0.457,0.005,NA
Hancock,30972,Flooded Road,8/7/2018,Phosphorus Ortho,mg/l,0.346,0.005,NA
Hancock,31061,Flooded Road,9/4/2018,Phosphorus Ortho,mg/l,0.279,0.005,NA
Hancock,30227,Heron Hideout,11/7/2017,Phosphorus Ortho,mg/l,0.488,0.005,NA
Hancock,30427,Heron Hideout,12/5/2017,Phosphorus Ortho,mg/l,0.497,0.005,NA
Hancock,30437,Heron Hideout,1/2/2018,Phosphorus Ortho,mg/l,0.439,0.005,NA
Hancock,30514,Heron Hideout,2/6/2018,Phosphorus Ortho,mg/l,0.49,0.005,NA
Hancock,30594,Heron Hideout,3/6/2018,Phosphorus Ortho,mg/l,0.554,0.005,NA
Hancock,30660,Heron Hideout,4/3/2018,Phosphorus Ortho,mg/l,0.585,0.005,NA
Hancock,NS~BCMF-05.2018.b,Heron Hideout,5/1/2018,Phosphorus Ortho,mg/l,No Sample,0.005,NA
Hancock,30805,Heron Hideout,6/5/2018,Phosphorus Ortho,mg/l,0.502,0.005,NA
Hancock,30877,Heron Hideout,7/10/2018,Phosphorus Ortho,mg/l,0.376,0.005,NA
Hancock,30966,Heron Hideout,8/7/2018,Phosphorus Ortho,mg/l,0.32,0.005,NA
Hancock,31055,Heron Hideout,9/4/2018,Phosphorus Ortho,mg/l,0.362,0.005,NA
Hancock,30228,Outflow Pipes,11/7/2017,Phosphorus Ortho,mg/l,0.321,0.005,NA
Hancock,30428,Outflow Pipes,12/5/2017,Phosphorus Ortho,mg/l,0.2,0.005,NA
Hancock,30438,Outflow Pipes,1/2/2018,Phosphorus Ortho,mg/l,0.19,0.005,NA
Hancock,30515,Outflow Pipes,2/6/2018,Phosphorus Ortho,mg/l,0.161,0.005,NA
Hancock,30595,Outflow Pipes,3/6/2018,Phosphorus Ortho,mg/l,0.061,0.005,NA
Hancock,30661,Outflow Pipes,4/3/2018,Phosphorus Ortho,mg/l,0.081,0.005,NA
Hancock,30729,Outflow Pipes,5/1/2018,Phosphorus Ortho,mg/l,0.087,0.005,NA
Hancock,30803,Outflow Pipes,6/5/2018,Phosphorus Ortho,mg/l,0.615,0.005,NA
Hancock,30878,Outflow Pipes,7/10/2018,Phosphorus Ortho,mg/l,0.259,0.005,NA
Hancock,30967,Outflow Pipes,8/7/2018,Phosphorus Ortho,mg/l,0.264,0.005,NA
Hancock,31056,Outflow Pipes,9/4/2018,Phosphorus Ortho,mg/l,0.221,0.005,NA
Hancock,30222,Reynold's Runoff,11/7/2017,Phosphorus Ortho,mg/l,0.166,0.005,NA
Hancock,30422,Reynold's Runoff,12/5/2017,Phosphorus Ortho,mg/l,0.133,0.005,NA
Hancock,30432,Reynold's Runoff,1/2/2018,Phosphorus Ortho,mg/l,0.117,0.005,NA
Hancock,30509,Reynold's Runoff,2/6/2018,Phosphorus Ortho,mg/l,0.24,0.005,NA
Hancock,30589,Reynold's Runoff,3/6/2018,Phosphorus Ortho,mg/l,0.118,0.005,NA
Hancock,30655,Reynold's Runoff,4/3/2018,Phosphorus Ortho,mg/l,0.166,0.005,NA
Hancock,30734,Reynold's Runoff,5/1/2018,Phosphorus Ortho,mg/l,0.124,0.005,NA
Hancock,30810,Reynold's Runoff,6/5/2018,Phosphorus Ortho,mg/l,0.486,0.005,NA
Hancock,30884,Reynold's Runoff,7/10/2018,Phosphorus Ortho,mg/l,0.483,0.005,NA
Hancock,30974,Reynold's Runoff,8/7/2018,Phosphorus Ortho,mg/l,0.309,0.005,NA
Hancock,31063,Reynold's Runoff,9/4/2018,Phosphorus Ortho,mg/l,0.252,0.005,NA
Hancock,30224,Wading Bird North,11/7/2017,Phosphorus Ortho,mg/l,0.493,0.005,NA
Hancock,30424,Wading Bird North,12/5/2017,Phosphorus Ortho,mg/l,0.24,0.005,NA
Hancock,30434,Wading Bird North,1/2/2018,Phosphorus Ortho,mg/l,0.229,0.005,NA
Hancock,30511,Wading Bird North,2/6/2018,Phosphorus Ortho,mg/l,0.461,0.005,NA
Hancock,30591,Wading Bird North,3/6/2018,Phosphorus Ortho,mg/l,0.353,0.005,NA
Hancock,30657,Wading Bird North,4/3/2018,Phosphorus Ortho,mg/l,0.285,0.005,NA
Hancock,30736,Wading Bird North,5/1/2018,Phosphorus Ortho,mg/l,0.117,0.005,NA
Hancock,30808,Wading Bird North,6/5/2018,Phosphorus Ortho,mg/l,0.38,0.005,NA
Hancock,30882,Wading Bird North,7/10/2018,Phosphorus Ortho,mg/l,0.322,0.005,NA
Hancock,30971,Wading Bird North,8/7/2018,Phosphorus Ortho,mg/l,0.302,0.005,NA
Hancock,31060,Wading Bird North,9/4/2018,Phosphorus Ortho,mg/l,0.265,0.005,NA
Hancock,30225,Wading Bird South,11/7/2017,Phosphorus Ortho,mg/l,0.376,0.005,NA
Hancock,30425,Wading Bird South,12/5/2017,Phosphorus Ortho,mg/l,0.2,0.005,NA
Hancock,30435,Wading Bird South,1/2/2018,Phosphorus Ortho,mg/l,0.299,0.005,NA
Hancock,30512,Wading Bird South,2/6/2018,Phosphorus Ortho,mg/l,0.493,0.005,NA
Hancock,30592,Wading Bird South,3/6/2018,Phosphorus Ortho,mg/l,0.317,0.005,NA
Hancock,30658,Wading Bird South,4/3/2018,Phosphorus Ortho,mg/l,0.124,0.005,NA
Hancock,30732,Wading Bird South,5/1/2018,Phosphorus Ortho,mg/l,0.319,0.005,NA
Hancock,30807,Wading Bird South,6/5/2018,Phosphorus Ortho,mg/l,0.366,0.005,NA
Hancock,30881,Wading Bird South,7/10/2018,Phosphorus Ortho,mg/l,0.388,0.005,NA
Hancock,30970,Wading Bird South,8/7/2018,Phosphorus Ortho,mg/l,0.224,0.005,NA
Hancock,31059,Wading Bird South,9/4/2018,Phosphorus Ortho,mg/l,0.215,0.005,NA
Banana Creek,30221,Banana Creek,11/7/2017,Phosphorus Total,mg/l,1.46,0.015,Y
Banana Creek,30421,Banana Creek,12/5/2017,Phosphorus Total,mg/l,1.7,0.015,NA
Banana Creek,30431,Banana Creek,1/2/2018,Phosphorus Total,mg/l,3.14,0.015,NA
Banana Creek,30508,Banana Creek,2/6/2018,Phosphorus Total,mg/l,0.848,0.015,NA
Banana Creek,30588,Banana Creek,3/6/2018,Phosphorus Total,mg/l,1.41,0.015,NA
Banana Creek,30654,Banana Creek,4/3/2018,Phosphorus Total,mg/l,0.976,0.015,NA
Banana Creek,30735,Banana Creek,5/1/2018,Phosphorus Total,mg/l,1.38,0.015,NA
Banana Creek,30811,Banana Creek,6/5/2018,Phosphorus Total,mg/l,0.716,0.015,NA
Banana Creek,30885,Banana Creek,7/10/2018,Phosphorus Total,mg/l,0.556,0.015,NA
Banana Creek,30973,Banana Creek,8/7/2018,Phosphorus Total,mg/l,0.613,0.015,NA
Banana Creek,31062,Banana Creek,9/4/2018,Phosphorus Total,mg/l,0.498,0.015,NA
Hancock,30229,Canal Outflow,11/7/2017,Phosphorus Total,mg/l,0.659,0.015,NA
Hancock,30429,Canal Outflow,12/5/2017,Phosphorus Total,mg/l,0.552,0.015,NA
Hancock,30439,Canal Outflow,1/2/2018,Phosphorus Total,mg/l,0.552,0.015,NA
Hancock,30516,Canal Outflow,2/6/2018,Phosphorus Total,mg/l,0.888,0.015,NA
Hancock,30596,Canal Outflow,3/6/2018,Phosphorus Total,mg/l,0.774,0.015,NA
Hancock,30662,Canal Outflow,4/3/2018,Phosphorus Total,mg/l,0.476,0.015,NA
Hancock,30728,Canal Outflow,5/1/2018,Phosphorus Total,mg/l,0.527,0.015,NA
Hancock,30804,Canal Outflow,6/5/2018,Phosphorus Total,mg/l,0.683,0.015,NA
Hancock,30879,Canal Outflow,7/10/2018,Phosphorus Total,mg/l,0.722,0.015,NA
Hancock,30968,Canal Outflow,8/7/2018,Phosphorus Total,mg/l,0.518,0.015,NA
Hancock,31057,Canal Outflow,9/4/2018,Phosphorus Total,mg/l,0.409,0.015,NA
Hancock,30226,Eagle Roost Rd,11/7/2017,Phosphorus Total,mg/l,0.57,0.015,Y A J3
Hancock,30426,Eagle Roost Rd,12/5/2017,Phosphorus Total,mg/l,0.428,0.015,NA
Hancock,30436,Eagle Roost Rd,1/2/2018,Phosphorus Total,mg/l,0.637,0.015,NA
Hancock,30513,Eagle Roost Rd,2/6/2018,Phosphorus Total,mg/l,0.687,0.015,NA
Hancock,30593,Eagle Roost Rd,3/6/2018,Phosphorus Total,mg/l,0.544,0.015,NA
Hancock,30659,Eagle Roost Rd,4/3/2018,Phosphorus Total,mg/l,0.674,0.015,NA
Hancock,30731,Eagle Roost Rd,5/1/2018,Phosphorus Total,mg/l,0.682,0.015,NA
Hancock,30806,Eagle Roost Rd,6/5/2018,Phosphorus Total,mg/l,0.675,0.015,NA
Hancock,30880,Eagle Roost Rd,7/10/2018,Phosphorus Total,mg/l,0.489,0.015,NA
Hancock,30969,Eagle Roost Rd,8/7/2018,Phosphorus Total,mg/l,0.466,0.015,NA
Hancock,31058,Eagle Roost Rd,9/4/2018,Phosphorus Total,mg/l,0.423,0.015,NA
Hancock,30423,Flooded Road,12/5/2017,Phosphorus Total,mg/l,0.299,0.015,A
Hancock,30510,Flooded Road,2/6/2018,Phosphorus Total,mg/l,0.334,0.015,A
Hancock,30590,Flooded Road,3/6/2018,Phosphorus Total,mg/l,0.4,0.015,A
Hancock,30433,Flooded Road,1/2/2018,Phosphorus Total,mg/l,0.174,0.015,A J3
Hancock,30223,Flooded Road,11/7/2017,Phosphorus Total,mg/l,0.367,0.015,Y
Hancock,30656,Flooded Road,4/3/2018,Phosphorus Total,mg/l,0.377,0.015,NA
Hancock,30733,Flooded Road,5/1/2018,Phosphorus Total,mg/l,0.305,0.015,NA
Hancock,30809,Flooded Road,6/5/2018,Phosphorus Total,mg/l,0.561,0.015,NA
Hancock,30883,Flooded Road,7/10/2018,Phosphorus Total,mg/l,0.535,0.015,NA
Hancock,30972,Flooded Road,8/7/2018,Phosphorus Total,mg/l,0.544,0.015,NA
Hancock,31061,Flooded Road,9/4/2018,Phosphorus Total,mg/l,0.331,0.015,NA
Hancock,30227,Heron Hideout,11/7/2017,Phosphorus Total,mg/l,0.531,0.015,Y
Hancock,30427,Heron Hideout,12/5/2017,Phosphorus Total,mg/l,0.581,0.015,NA
Hancock,30437,Heron Hideout,1/2/2018,Phosphorus Total,mg/l,0.455,0.015,NA
Hancock,30514,Heron Hideout,2/6/2018,Phosphorus Total,mg/l,0.524,0.015,NA
Hancock,30594,Heron Hideout,3/6/2018,Phosphorus Total,mg/l,0.596,0.015,NA
Hancock,30660,Heron Hideout,4/3/2018,Phosphorus Total,mg/l,1.01,0.015,NA
